"Tracking Code","Type","Category","Geo","Channel","Tier","Season (v8) (evar8)","Order Type (v43) (evar43)","Revenue"
"cam_hp_ao_sb_na_sp2017_cs_n_sp17sbepr25c","ao","sb","na","cs","n","","",0.00
"cam_hp_ao_sb_na_sp2017_cs_n_sp17sbepr25c","ao","sb","na","cs","n","ho2017","",0.00
"cam_hp_ao_sb_na_sp2017_cs_n_sp17sbepr25c","ao","sb","na","cs","n","ho2017","futures",32212.35
"cam_hp_ao_sb_na_sp2017_cs_n_sp17sbepr25c","ao","sb","na","cs","n","sp2017","",0.00
"cam_hp_ao_sb_na_sp2017_cs_n_sp17sbepr25c","ao","sb","na","cs","n","sp2018","",0.00
"cam_hp_ao_sb_na_sp2017_cs_n_sp17sbepr25c","ao","sb","na","cs","n","su2017","",0.00
"cam_hp_ao_sb_na_sp2017_cs_n_sp17sbepr25c","ao","sb","na","cs","n","su2017","at once",85.00
"cam_hp_ao_sb_na_su2016_cs_n_sbeq","ao","sb","na","cs","n","","",0.00
"cam_hp_ao_sb_na_su2016_cs_n_sbfw","ao","sb","na","cs","n","","",0.00
"cam_hp_ao_sb_na_su2016_cs_n_sbfw","ao","sb","na","cs","n","fa2017","",0.00
"cam_hp_ao_sb_na_su2016_cs_n_sbfw","ao","sb","na","cs","n","ho2016","",0.00
"cam_hp_ao_sb_na_su2016_cs_n_sbfw","ao","sb","na","cs","n","ho2017","",0.00
"cam_hp_ao_sb_na_su2016_cs_n_sbfw","ao","sb","na","cs","n","sp2017","",0.00
"cam_hp_ao_sb_na_su2016_cs_n_sbfw","ao","sb","na","cs","n","su2017","",0.00
"cam_hp_ao_sb_na_su2016_cs_n_sbfw","ao","sb","na","cs","n","su2018","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","","at once",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","","futures",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","fa2017","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","ho2016","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","ho2017","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","ho2017","futures",7246.95
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","sp2017","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","sp2018","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","sp2018","futures",16924.60
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","su2017","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbap","ao","sb","na","cs","n","su2017","at once",7588.60
"cam_hp_ao_sb_na_su2017_cs_n_sbeq","ao","sb","na","cs","n","","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbeq","ao","sb","na","cs","n","sp2018","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbeq","ao","sb","na","cs","n","sp2018","futures",3375.00
"cam_hp_ao_sb_na_su2017_cs_n_sbeq","ao","sb","na","cs","n","su2017","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbeq","ao","sb","na","cs","n","su2017","at once",78.00
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","","",42.50
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","","at once",5058.90
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","","futures",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","fa2017","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","fa2017","at once",3612.50
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","ho2017","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","sp2017","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","sp2018","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","sp2018","at once",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","sp2018","futures",66179.50
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","su2017","",0.00
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","su2017","at once",19220.45
"cam_hp_ao_sb_na_su2017_cs_n_sbfw","ao","sb","na","cs","n","su2017","futures",0.00
"cam_hp_ao_sb_na_su2017_cs_n_su17sbepr25","ao","sb","na","cs","n","","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepapp","ao","sb","we","cs","t","","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepapp","ao","sb","we","cs","t","","futures",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepapp","ao","sb","we","cs","t","fa2017","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepapp","ao","sb","we","cs","t","fa2017","at once",9188.15
"cam_hp_ao_sb_we_fa2017_cs_t_julsepapp","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepapp","ao","sb","we","cs","t","sp2018","futures",42578.45
"cam_hp_ao_sb_we_fa2017_cs_t_julsepapp","ao","sb","we","cs","t","su2017","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepeqp","ao","sb","we","cs","t","","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepeqp","ao","sb","we","cs","t","","at once",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepeqp","ao","sb","we","cs","t","fa2017","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepeqp","ao","sb","we","cs","t","fa2017","at once",1179.50
"cam_hp_ao_sb_we_fa2017_cs_t_julsepeqp","ao","sb","we","cs","t","ho2016","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepeqp","ao","sb","we","cs","t","sp2017","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepeqp","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepeqp","ao","sb","we","cs","t","su2017","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepeqp","ao","sb","we","cs","t","su2017","at once",753.94
"cam_hp_ao_sb_we_fa2017_cs_t_julsepeqp","ao","sb","we","cs","t","su2017,fa2017","at once",1284.26
"cam_hp_ao_sb_we_fa2017_cs_t_julsepftw","ao","sb","we","cs","t","","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepftw","ao","sb","we","cs","t","","at once",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepftw","ao","sb","we","cs","t","fa2017","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepftw","ao","sb","we","cs","t","fa2017","at once",9838.56
"cam_hp_ao_sb_we_fa2017_cs_t_julsepftw","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepftw","ao","sb","we","cs","t","sp2018","futures",4180.20
"cam_hp_ao_sb_we_fa2017_cs_t_julsepftw","ao","sb","we","cs","t","su2017","",0.00
"cam_hp_ao_sb_we_fa2017_cs_t_julsepftw","ao","sb","we","cs","t","su2017","at once",1443.91
"cam_hp_ao_sb_we_ho2016_cs_t_decapp","ao","sb","we","cs","t","","",0.00
"cam_hp_ao_sb_we_ho2016_cs_t_deceqp","ao","sb","we","cs","t","","",0.00
"cam_hp_ao_sb_we_ho2016_cs_t_deceqp","ao","sb","we","cs","t","ho2017","",0.00
"cam_hp_ao_sb_we_ho2016_cs_t_deceqp","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_ho2016_cs_t_decftw","ao","sb","we","cs","t","","",0.00
"cam_hp_ao_sb_we_ho2016_cs_t_decftw","ao","sb","we","cs","t","ho2017","",0.00
"cam_hp_ao_sb_we_ho2016_cs_t_decftw","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_ho2016_cs_t_decftw","ao","sb","we","cs","t","sp2018","futures",305.25
"cam_hp_ao_sb_we_sp2017_cs_t_janmarapp","ao","sb","we","cs","t","","",154.99
"cam_hp_ao_sb_we_sp2017_cs_t_janmarapp","ao","sb","we","cs","t","","at once",957.35
"cam_hp_ao_sb_we_sp2017_cs_t_janmarapp","ao","sb","we","cs","t","","futures",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarapp","ao","sb","we","cs","t","fa2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarapp","ao","sb","we","cs","t","ho2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarapp","ao","sb","we","cs","t","ho2017","futures",1353.66
"cam_hp_ao_sb_we_sp2017_cs_t_janmarapp","ao","sb","we","cs","t","sp2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarapp","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarapp","ao","sb","we","cs","t","su2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarapp","ao","sb","we","cs","t","su2017","at once",3521.39
"cam_hp_ao_sb_we_sp2017_cs_t_janmareqp","ao","sb","we","cs","t","","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmareqp","ao","sb","we","cs","t","fa2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmareqp","ao","sb","we","cs","t","ho2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmareqp","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmareqp","ao","sb","we","cs","t","su2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmareqp","ao","sb","we","cs","t","su2017","at once",2769.27
"cam_hp_ao_sb_we_sp2017_cs_t_janmarftwr","ao","sb","we","cs","t","","",55.96
"cam_hp_ao_sb_we_sp2017_cs_t_janmarftwr","ao","sb","we","cs","t","","at once",698.40
"cam_hp_ao_sb_we_sp2017_cs_t_janmarftwr","ao","sb","we","cs","t","fa2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarftwr","ao","sb","we","cs","t","ho2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarftwr","ao","sb","we","cs","t","ho2017","futures",24558.36
"cam_hp_ao_sb_we_sp2017_cs_t_janmarftwr","ao","sb","we","cs","t","sp2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarftwr","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarftwr","ao","sb","we","cs","t","sp2018","futures",3312.78
"cam_hp_ao_sb_we_sp2017_cs_t_janmarftwr","ao","sb","we","cs","t","su2017","",0.00
"cam_hp_ao_sb_we_sp2017_cs_t_janmarftwr","ao","sb","we","cs","t","su2017","at once",2646.94
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","","at once",1175.45
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","","futures",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","fa2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","fa2017","at once",1755.76
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","ho2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","ho2017","futures",40504.84
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","sp2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","sp2017","at once",71.74
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","sp2018","futures",49701.53
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","su2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunapp","ao","sb","we","cs","t","su2017","at once",28106.85
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","","",470.47
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","","at once",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","","futures",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","fa2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","ho2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","sp2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","sp2018","at once",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","sp2018","futures",6761.43
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","su2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","su2017","at once",4353.88
"cam_hp_ao_sb_we_su2017_cs_t_aprjuneq","ao","sb","we","cs","t","su2017","futures",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","","",3593.63
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","","at once",7785.82
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","","futures",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","fa2016","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","fa2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","fa2017","at once",463.09
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","ho2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","ho2017","at once",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","ho2017","futures",24277.84
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","sp2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","sp2018","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","sp2018","futures",127816.11
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","su2017","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","su2017","at once",33047.70
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","su2018","",0.00
"cam_hp_ao_sb_we_su2017_cs_t_aprjunftwr","ao","sb","we","cs","t","su2018","futures",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","","at once",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","","futures",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","fa2016","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","fa2017","at once",33024.15
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","fa2017,su2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","fa2017,su2017","at once",747.15
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","ho2016","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","sp2018","futures",800.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","su2016","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnap","ao","tn","na","cs","n","su2017,fa2017","at once",93.90
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","","at once",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","","futures",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","fa2017","at once",37021.45
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","fa2017,su2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","fa2017,su2017","at once",2005.50
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","ho2017","at once",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","sp2018","at once",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","sp2018","futures",52970.40
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","su2017","at once",74.20
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","su2018","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnfw","ao","tn","na","cs","n","su2018","at once",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnheritage","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnheritage","ao","tn","na","cs","n","","at once",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnheritage","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnheritage","ao","tn","na","cs","n","fa2017","at once",5224.70
"cam_hp_ao_tn_na_fa2017_cs_n_tnheritage","ao","tn","na","cs","n","ho2016","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnheritage","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnheritage","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnheritage","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","","at once",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","","futures",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","fa2017","at once",6171.50
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","fa2017","futures",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","fa2017,su2017","at once",479.50
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","sp2018","at once",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","sp2018","futures",21268.40
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_fa2017_cs_n_tnwimbledon","ao","tn","na","cs","n","su2017","at once",210.50
"cam_hp_ao_tn_na_ho2016_cs_n_tnfwapeq","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_ho2016_cs_n_tnfwapeq","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_ho2016_cs_n_tnfwapeq","ao","tn","na","cs","n","su2017","at once",275.60
"cam_hp_ao_tn_na_sp2017_cs_n_tnap","ao","tn","na","cs","n","","",188.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnap","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnap","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnap","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnap","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnap","ao","tn","na","cs","n","su2017","at once",3132.50
"cam_hp_ao_tn_na_sp2017_cs_n_tnapm","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnausopen","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnausopen","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnausopen","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnausopen","ao","tn","na","cs","n","sp2018","futures",2666.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnausopen","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnfw","ao","tn","na","cs","n","","",687.50
"cam_hp_ao_tn_na_sp2017_cs_n_tnfw","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnfw","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnfw","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnfw","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnfw","ao","tn","na","cs","n","sp2018","futures",2028.50
"cam_hp_ao_tn_na_sp2017_cs_n_tnfw","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnfw","ao","tn","na","cs","n","su2017","at once",1606.45
"cam_hp_ao_tn_na_sp2017_cs_n_tnindwells","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnindwells","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnindwells","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnindwells","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_sp2017_cs_n_tnindwells","ao","tn","na","cs","n","su2017","at once",612.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","","at once",1590.20
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","","futures",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","fa2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","fa2017","at once",1428.80
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","ho2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","sp2018","futures",10742.70
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","su2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","su2017","at once",7403.60
"cam_hp_ao_tn_na_su2017_cs_n_tnap","ao","tn","na","cs","n","su2017,ho2016,sp2017,su2016","at once",5850.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","","at once",6819.15
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","","futures",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","fa2017","at once",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","fa2017,su2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","ho2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","ho2016","at once",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","sp2017","at once",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","sp2018","at once",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","sp2018","futures",7770.90
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","su2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","su2016","at once",0.00
