"Tracking Code","Type","Category","Geo","Channel","Tier","Season (v8) (evar8)","Order Type (v43) (evar43)","Revenue"
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","su2016,su2017,ho2016","at once",1072.50
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","su2017","at once",50910.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapfweq","ao","tn","na","cs","n","su2017,fa2017","at once",217.50
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","","",33258.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","","at once",5903.65
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","fa2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","fa2017","at once",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","ho2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","ho2016","at once",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","ho2017","at once",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","sp2017","at once",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","su2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapm","ao","tn","na","cs","n","su2017","at once",19665.75
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","","",36000.10
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","","at once",15637.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","fa2017","at once",1555.50
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","ho2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","ho2016,su2017","at once",670.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","sp2017","at once",471.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","su2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnapw","ao","tn","na","cs","n","su2017","at once",11652.95
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","","at once",650.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","","futures",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","ho2017","futures",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","sp2018","futures",102815.50
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfdpolo","ao","tn","na","cs","n","su2017","at once",267.90
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","","at once",2480.20
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","","futures",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","fa2017","at once",263.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","sp2018","futures",8309.50
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","su2017","at once",7862.80
"cam_hp_ao_tn_na_su2017_cs_n_tnfrenchall","ao","tn","na","cs","n","su2017","futures",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","","",121.90
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","","at once",4804.15
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","","futures",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","fa2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","fa2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","fa2017","at once",1570.70
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","fa2017,sp2017","at once",155.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","ho2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","ho2017","at once",72.50
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","sp2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","sp2018","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","sp2018","futures",20473.75
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","su2016","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","su2017","",0.00
"cam_hp_ao_tn_na_su2017_cs_n_tnfw","ao","tn","na","cs","n","su2017","at once",33091.15
"cam_hp_ao_tn_we_fa2017_sg_t_wk26ftw","ao","tn","we","sg","t","","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26ftw","ao","tn","we","sg","t","","at once",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26ftw","ao","tn","we","sg","t","fa2017","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26ftw","ao","tn","we","sg","t","fa2017","at once",2560.87
"cam_hp_ao_tn_we_fa2017_sg_t_wk26ftw","ao","tn","we","sg","t","sp2018","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26ftw","ao","tn","we","sg","t","sp2018","futures",12652.67
"cam_hp_ao_tn_we_fa2017_sg_t_wk26ftw","ao","tn","we","sg","t","su2017","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26ftw","ao","tn","we","sg","t","su2017,fa2017","at once",422.56
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","","at once",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","fa2017","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","fa2017","at once",22071.64
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","fa2017,su2017","at once",716.81
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","sp2018","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","sp2018","at once",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","sp2018","futures",3766.25
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","su2017","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","su2017,fa2017","at once",1869.39
"cam_hp_ao_tn_we_fa2017_sg_t_wk26m","ao","tn","we","sg","t","su2018","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26w","ao","tn","we","sg","t","","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26w","ao","tn","we","sg","t","","at once",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26w","ao","tn","we","sg","t","fa2017","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26w","ao","tn","we","sg","t","fa2017","at once",2587.83
"cam_hp_ao_tn_we_fa2017_sg_t_wk26w","ao","tn","we","sg","t","fa2017,su2017","at once",280.63
"cam_hp_ao_tn_we_fa2017_sg_t_wk26w","ao","tn","we","sg","t","sp2018","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26w","ao","tn","we","sg","t","sp2018","at once",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26w","ao","tn","we","sg","t","sp2018","futures",11298.78
"cam_hp_ao_tn_we_fa2017_sg_t_wk26w","ao","tn","we","sg","t","su2017","",0.00
"cam_hp_ao_tn_we_fa2017_sg_t_wk26w","ao","tn","we","sg","t","su2017","at once",10.86
"cam_hp_ao_tn_we_sp2017_cs_t_janmarftwr","ao","tn","we","cs","t","","",0.00
"cam_hp_ao_tn_we_sp2017_cs_t_janmarftwr","ao","tn","we","cs","t","fa2017","",0.00
"cam_hp_ao_tn_we_sp2017_cs_t_janmarftwr","ao","tn","we","cs","t","fa2017","at once",87.94
"cam_hp_ao_tn_we_sp2017_cs_t_janmarftwr","ao","tn","we","cs","t","ho2017","",0.00
"cam_hp_ao_tn_we_sp2017_cs_t_janmarftwr","ao","tn","we","cs","t","sp2018","",0.00
"cam_hp_ao_tn_we_sp2017_cs_t_janmarftwr","ao","tn","we","cs","t","su2017","",0.00
"cam_hp_ao_tn_we_sp2017_cs_t_janmarm","ao","tn","we","cs","t","","",65.62
"cam_hp_ao_tn_we_sp2017_cs_t_janmarm","ao","tn","we","cs","t","fa2017","",0.00
"cam_hp_ao_tn_we_sp2017_cs_t_janmarm","ao","tn","we","cs","t","fa2017","at once",712.73
"cam_hp_ao_tn_we_sp2017_cs_t_janmarm","ao","tn","we","cs","t","su2017","",0.00
"cam_hp_ao_tn_we_sp2017_cs_t_janmarm","ao","tn","we","cs","t","su2017","at once",1641.74
"cam_hp_ao_tn_we_sp2017_cs_t_janmarw","ao","tn","we","cs","t","","",0.00
"cam_hp_ao_tn_we_sp2017_cs_t_janmarw","ao","tn","we","cs","t","ho2017","",0.00
"cam_hp_ao_tn_we_sp2017_cs_t_janmarw","ao","tn","we","cs","t","sp2018","",0.00
"cam_hp_ao_tn_we_sp2017_cs_t_janmarw","ao","tn","we","cs","t","su2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07ftw","ao","tn","we","xch","n","","",729.03
"cam_hp_ao_tn_we_sp2017_xch_n_wk07ftw","ao","tn","we","xch","n","","at once",814.80
"cam_hp_ao_tn_we_sp2017_xch_n_wk07ftw","ao","tn","we","xch","n","","futures",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07ftw","ao","tn","we","xch","n","fa2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07ftw","ao","tn","we","xch","n","sp2018","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07ftw","ao","tn","we","xch","n","sp2018","futures",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07ftw","ao","tn","we","xch","n","su2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07ftw","ao","tn","we","xch","n","su2017","at once",274.43
"cam_hp_ao_tn_we_sp2017_xch_n_wk07mn","ao","tn","we","xch","n","","",946.77
"cam_hp_ao_tn_we_sp2017_xch_n_wk07mn","ao","tn","we","xch","n","fa2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07mn","ao","tn","we","xch","n","ho2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07mn","ao","tn","we","xch","n","ho2017","futures",2508.04
"cam_hp_ao_tn_we_sp2017_xch_n_wk07mn","ao","tn","we","xch","n","sp2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07mn","ao","tn","we","xch","n","su2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07mn","ao","tn","we","xch","n","su2017","at once",1086.15
"cam_hp_ao_tn_we_sp2017_xch_n_wk07wm","ao","tn","we","xch","n","","",875.96
"cam_hp_ao_tn_we_sp2017_xch_n_wk07wm","ao","tn","we","xch","n","","futures",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07wm","ao","tn","we","xch","n","fa2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07wm","ao","tn","we","xch","n","ho2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07wm","ao","tn","we","xch","n","sp2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07wm","ao","tn","we","xch","n","sp2018","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07wm","ao","tn","we","xch","n","sp2018","futures",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07wm","ao","tn","we","xch","n","su2017","",0.00
"cam_hp_ao_tn_we_sp2017_xch_n_wk07wm","ao","tn","we","xch","n","su2017","at once",374.12
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","","",8043.27
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","","at once",725.18
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","","futures",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","fa2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","fa2017","at once",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","fa2017,su2017","at once",432.70
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","ho2016","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","ho2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","sp2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","sp2018","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","sp2018","at once",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","sp2018","futures",10769.30
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","su2016","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","su2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","su2017","at once",8526.77
"cam_hp_ao_tn_we_su2017_cs_t_aprjunftw","ao","tn","we","cs","t","su2017","futures",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunm","ao","tn","we","cs","t","","",3873.75
"cam_hp_ao_tn_we_su2017_cs_t_aprjunm","ao","tn","we","cs","t","","at once",19655.42
"cam_hp_ao_tn_we_su2017_cs_t_aprjunm","ao","tn","we","cs","t","fa2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunm","ao","tn","we","cs","t","ho2016","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunm","ao","tn","we","cs","t","ho2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunm","ao","tn","we","cs","t","sp2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunm","ao","tn","we","cs","t","sp2018","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunm","ao","tn","we","cs","t","su2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunm","ao","tn","we","cs","t","su2017","at once",5541.55
"cam_hp_ao_tn_we_su2017_cs_t_aprjunw","ao","tn","we","cs","t","","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunw","ao","tn","we","cs","t","","at once",554.61
"cam_hp_ao_tn_we_su2017_cs_t_aprjunw","ao","tn","we","cs","t","","futures",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunw","ao","tn","we","cs","t","fa2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunw","ao","tn","we","cs","t","ho2016","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunw","ao","tn","we","cs","t","ho2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunw","ao","tn","we","cs","t","sp2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunw","ao","tn","we","cs","t","sp2018","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunw","ao","tn","we","cs","t","su2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_aprjunw","ao","tn","we","cs","t","su2017","at once",4421.51
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","","at once",11038.57
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","","futures",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","fa2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","fa2017","at once",708.04
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","fa2017,su2017","at once",952.25
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","ho2016","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","ho2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","ho2017","futures",2715.23
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","sp2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","sp2018","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","sp2018","futures",94094.16
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","su2016","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","su2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgm","ao","tn","we","cs","t","su2017","at once",31818.03
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","","at once",1484.37
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","","futures",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","fa2016","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","fa2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","fa2017","at once",657.80
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","ho2016","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","ho2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","sp2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","sp2018","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","sp2018","futures",32061.39
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","su2017","",0.00
"cam_hp_ao_tn_we_su2017_cs_t_wk20rgw","ao","tn","we","cs","t","su2017","at once",41337.01
"cam_hp_ao_wt_cee_ho2016_sg_n_sgwtoctnov","ao","wt","cee","sg","n","","",0.00
"cam_hp_ao_wt_cee_sp2017_sg_n_sgdswt","ao","wt","cee","sg","n","","",2302.70
"cam_hp_ao_wt_cee_sp2017_sg_n_sgdswt","ao","wt","cee","sg","n","","at once",3264.42
"cam_hp_ao_wt_cee_sp2017_sg_n_sgdswt","ao","wt","cee","sg","n","","futures",0.00
"cam_hp_ao_wt_cee_sp2017_sg_n_sgdswt","ao","wt","cee","sg","n","fa2017","",0.00
"cam_hp_ao_wt_cee_sp2017_sg_n_sgdswt","ao","wt","cee","sg","n","ho2017","",0.00
"cam_hp_ao_wt_cee_sp2017_sg_n_sgdswt","ao","wt","cee","sg","n","ho2017","futures",40775.09
"cam_hp_ao_wt_cee_sp2017_sg_n_sgdswt","ao","wt","cee","sg","n","sp2017","",0.00
"cam_hp_ao_wt_cee_sp2017_sg_n_sgdswt","ao","wt","cee","sg","n","sp2018","",0.00
"cam_hp_ao_wt_cee_sp2017_sg_n_sgdswt","ao","wt","cee","sg","n","su2017","",0.00
"cam_hp_ao_wt_cee_sp2017_sg_n_sgdswt","ao","wt","cee","sg","n","su2017","at once",1340.52
"cam_hp_ao_wt_emea_fa2017_cs_t_wk32","ao","wt","emea","cs","t","","",0.00
"cam_hp_ao_wt_emea_fa2017_cs_t_wk32","ao","wt","emea","cs","t","sp2018","",0.00
"cam_hp_ao_wt_emea_fa2017_sg_t_wk32","ao","wt","emea","sg","t","","",0.00
"cam_hp_ao_wt_emea_fa2017_sg_t_wk32","ao","wt","emea","sg","t","","at once",0.00
"cam_hp_ao_wt_emea_fa2017_sg_t_wk32","ao","wt","emea","sg","t","fa2017","",0.00
"cam_hp_ao_wt_emea_fa2017_sg_t_wk32","ao","wt","emea","sg","t","fa2017","at once",3662.85
"cam_hp_ao_wt_emea_fa2017_sg_t_wk32","ao","wt","emea","sg","t","fa2017,su2017","at once",1112.69
"cam_hp_ao_wt_emea_fa2017_sg_t_wk32","ao","wt","emea","sg","t","sp2018","",0.00
"cam_hp_ao_wt_emea_fa2017_sg_t_wk32","ao","wt","emea","sg","t","su2017","",0.00
"cam_hp_ao_wt_na_sp2017_cs_n_wtfw","ao","wt","na","cs","n","","",0.00
"cam_hp_ao_wt_na_su2017_cs_n_wtap","ao","wt","na","cs","n","","",0.00
"cam_hp_ao_wt_na_su2017_cs_n_wtap","ao","wt","na","cs","n","fa2017","",0.00
"cam_hp_ao_wt_na_su2017_cs_n_wtap","ao","wt","na","cs","n","ho2016","",0.00
"cam_hp_ao_wt_na_su2017_cs_n_wtap","ao","wt","na","cs","n","sp2017","",0.00
"cam_hp_ao_wt_na_su2017_cs_n_wtap","ao","wt","na","cs","n","su2017","",0.00
"cam_hp_ao_wt_na_su2017_cs_n_wtap","ao","wt","na","cs","n","su2017","at once",135.00
"cam_hp_ao_wt_na_su2017_cs_n_wteq","ao","wt","na","cs","n","","",0.00
"cam_hp_ao_wt_na_su2017_cs_n_wteq","ao","wt","na","cs","n","fa2017","",0.00
"cam_hp_ao_wt_na_su2017_cs_n_wteq","ao","wt","na","cs","n","ho2017","",0.00
"cam_hp_ao_wt_na_su2017_cs_n_wteq","ao","wt","na","cs","n","su2017","",0.00
"cam_hp_ao_wt_we_fa2016_sg_r_wt","ao","wt","we","sg","r","","",0.00
"cam_hp_ao_wt_we_fa2016_sg_r_wt","ao","wt","we","sg","r","fa2017","",0.00
"cam_hp_ao_wt_we_fa2016_sg_r_wt","ao","wt","we","sg","r","fa2017","at once",114.41
"cam_hp_ao_wt_we_fa2017_cs_t_julsepapp","ao","wt","we","cs","t","","",0.00
"cam_hp_ao_wt_we_fa2017_cs_t_julsepapp","ao","wt","we","cs","t","fa2017","",0.00
"cam_hp_ao_wt_we_fa2017_cs_t_julsepapp","ao","wt","we","cs","t","sp2018","",0.00
"cam_hp_ao_wt_we_fa2017_cs_t_julseprtl","ao","wt","we","cs","t","","",0.00
"cam_hp_ao_wt_we_fa2017_ds_r_julsepwp","ao","wt","we","ds","r","","",0.00
"cam_hp_ao_wt_we_fa2017_ds_r_julsepwp","ao","wt","we","ds","r","fa2017","",0.00
"cam_hp_ao_wt_we_fa2017_ds_r_julsepwp","ao","wt","we","ds","r","fa2017,su2017","at once",42295.68
"cam_hp_ao_wt_we_fa2017_ds_r_julsepwp","ao","wt","we","ds","r","ho2017","",0.00
"cam_hp_ao_wt_we_fa2017_ds_r_julsepwp","ao","wt","we","ds","r","su2017","",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","","",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","","at once",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","","futures",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","fa2016","",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","fa2017","",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","fa2017","at once",31995.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","fa2017,sp2017","at once",880.21
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","fa2017,su2017","at once",3666.46
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","fa2017,su2017,sp2017","at once",708.64
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","ho2015","",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","ho2016","",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","ho2017","",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","sp2017","",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","sp2018","",0.00
"cam_hp_ao_wt_we_fa2017_sg_d_julsepwp","ao","wt","we","sg","d","sp2018","futures",22161.24
